user_id,song_id,rating
15,335,3
15,194,0
15,170,5
15,6,2
15,136,1
15,660,3
15,255,3
15,498,0
15,630,2
15,363,4
15,401,2
15,648,5
15,250,5
15,42,4
15,296,2
15,51,1
15,134,1
16,542,2
16,295,0
16,160,2
16,524,3
16,325,3
16,26,2
16,339,0
16,317,5
16,453,3
16,386,3
16,457,1
16,574,2
16,471,1
16,265,3
16,506,4
16,341,0
16,9,1
16,3,0
16,209,0
16,18,2
16,585,0
16,361,5
16,457,5
16,84,3
16,631,5
16,14,5
16,510,2
16,31,0
16,367,4
17,185,4
17,630,3
17,42,3
17,422,3
17,123,2
17,248,2
17,267,0
17,651,3
17,192,5
17,339,4
17,236,4
17,488,0
17,374,4
17,170,2
17,21,3
17,4,0
17,133,0
17,247,3
17,623,2
17,585,0
17,96,5
17,220,5
17,593,1
17,11,4
17,228,3
17,384,2
18,57,4
18,323,1
18,485,0
18,507,2
18,15,5
18,345,3
18,79,3
18,451,3
18,403,4
18,229,5
18,376,1
18,129,2
18,22,3
18,412,0
18,210,4
18,63,2
18,173,5
18,50,0
18,138,5
18,87,5
18,39,4
18,635,2
18,588,2
18,31,1
18,642,4
18,391,3
18,386,4
18,27,1
18,183,2
18,308,1
19,346,0
19,555,3
19,114,4
19,15,0
19,190,5
19,548,5
19,334,2
19,397,3
19,531,3
19,419,4
19,29,0
19,549,2
19,488,5
19,634,2
19,626,0
19,541,3
19,120,1
19,397,3
19,160,3
19,436,4
19,175,4
19,555,1
19,258,0
19,452,3
19,566,4
19,383,2
19,121,3
19,44,5
19,542,5
19,570,3
19,527,3
19,644,5
19,351,4
19,462,3
19,386,4
19,17,1
19,467,5
19,177,3
19,127,3
19,526,2
19,140,3
19,115,3
20,634,4
20,232,3
20,38,4
20,324,4
20,425,5
20,386,2
20,429,3
20,310,4
20,268,4
20,271,0
20,30,3
20,580,5
20,420,1
20,208,0
20,335,4
20,598,3
20,640,1
20,153,0
20,472,3
20,339,5
20,576,5
20,370,1
20,8,4
20,7,4
20,522,5
20,375,1
20,540,4
21,233,2
21,43,3
21,363,4
21,512,1
21,140,5
21,444,5
21,136,5
21,614,1
21,31,0
21,444,2
21,290,1
21,22,0
21,10,3
21,493,5
21,247,5
21,579,2
21,226,1
21,212,0
21,241,3
21,191,1
21,432,1
21,525,0
21,587,1
21,457,0
21,420,2
21,422,0
21,477,5
22,319,2
22,271,0
22,554,4
22,83,1
22,97,0
22,365,2
22,61,0
22,223,5
22,69,2
22,410,3
22,511,3
22,637,1
22,581,0
22,285,4
22,505,5
22,73,1
22,10,4
22,133,1
22,357,4
22,2,5
22,29,1
22,655,5
22,409,3
22,113,2
22,623,5
22,470,4
22,339,4
22,77,1
22,144,3
23,255,4
23,481,4
23,223,3
23,29,1
23,646,0
23,479,4
23,313,1
23,259,5
23,611,3
23,307,0
23,145,3
23,453,5
23,401,1
23,360,0
23,419,3
23,292,5
23,49,1
23,153,5
23,480,2
23,651,5
23,24,0
23,407,5
23,605,0
23,443,1
23,71,1
23,62,5
23,96,2
23,268,5
23,291,4
24,71,2
24,300,2
24,106,4
24,160,1
24,527,0
24,567,5
24,489,4
24,613,5
24,130,5
24,6,4
24,197,4
24,357,2
24,480,1
24,374,3
24,307,3
24,211,0
24,449,2
24,253,2
24,493,3
24,129,5
24,280,3
24,559,4
24,578,3
24,119,0
24,12,3
24,628,0
24,298,3
24,375,5
24,50,1
24,27,3
24,209,3
25,96,3
25,625,5
25,557,3
25,236,5
25,79,1
25,301,1
25,401,4
25,85,1
25,541,1
25,289,2
25,91,4
25,66,4
25,459,4
25,240,3
25,100,2
25,154,3
25,486,0
25,617,1
25,301,5
25,437,2
25,2,1
25,379,4
25,458,4
25,365,0
25,348,2
25,631,1
25,503,1
26,59,2
26,216,1
26,53,0
26,132,4
26,160,5
26,512,0
26,637,5
26,536,5
26,80,3
26,57,0
26,36,0
26,17,2
26,192,4
26,326,5
26,104,5
26,658,1
26,194,0
26,449,5
26,564,2
26,65,4
26,368,2
26,417,2
26,72,4
26,53,5
26,98,5
26,378,2
26,617,2
26,626,4
26,60,5
26,533,0
26,340,4
26,200,5
27,541,0
27,400,5
27,234,5
27,425,5
27,415,1
27,19,0
27,296,0
27,358,4
27,95,2
27,404,4
27,661,3
27,578,4
27,20,1
27,303,5
27,404,3
27,392,5
27,646,1
27,348,2
27,154,3
27,4,3
27,199,0
27,405,0
27,2,3
27,290,5
27,256,2
27,664,2
27,332,1
27,162,2
28,301,3
28,179,3
28,58,0
28,254,4
28,502,0
28,507,2
28,399,2
28,60,3
28,337,3
28,602,1
28,214,3
28,415,0
28,58,0
28,275,1
28,240,5
28,453,5
28,637,2
28,232,2
28,244,0
28,560,1
28,237,0
28,459,0
28,1,1
28,175,4
28,520,0
28,101,1
28,570,2
28,523,1
28,633,1
28,369,5
28,559,4
28,106,5
29,662,5
29,369,0
29,641,0
29,563,2
29,177,2
29,336,4
29,326,3
29,464,5
29,108,4
29,658,1
29,183,3
29,52,1
29,13,5
29,366,2
29,240,2
29,524,4
29,104,2
29,424,4
29,411,5
29,659,3
29,501,2
29,57,4
29,323,2
29,487,1
29,200,2
29,47,2
29,664,2
29,372,5
29,94,1
29,148,2
29,175,1
29,337,3
29,517,3
29,602,1
29,20,3
29,625,4
29,47,5
30,413,1
30,593,5
30,315,5
30,254,5
30,199,4
30,657,2
30,118,4
30,56,2
30,98,4
30,182,0
30,537,5
30,318,1
30,2,1
30,580,2
30,308,2
30,77,1
30,99,3
30,71,5
30,533,1
30,43,2
30,225,0
30,137,2
30,214,5
30,520,1
30,16,2
30,316,2
30,363,0
30,246,4
30,633,2
30,374,0
30,245,5
31,625,3
31,254,3
31,216,2
31,200,2
31,639,2
31,156,4
31,505,5
31,66,1
31,382,4
31,625,1
31,581,2
31,437,4
31,148,1
31,599,3
31,303,3
31,90,5
31,208,4
31,216,3
31,328,5
31,601,2
31,261,4
31,243,1
31,623,3
32,222,1
32,91,1
32,122,0
32,369,5
32,106,5
32,445,4
32,299,3
32,314,1
32,208,0
32,167,4
32,114,4
32,239,2
32,35,2
32,305,1
32,135,2
32,509,4
32,197,1
32,638,1
32,107,3
32,565,5
32,47,0
32,261,5
32,264,3
32,598,5
32,65,0
32,309,2
32,379,2
32,247,1
32,89,5
32,409,2
33,265,5
33,527,5
33,394,3
33,222,0
33,442,1
33,640,4
33,13,5
33,451,5
33,528,0
33,647,1
33,539,2
33,2,4
33,443,3
33,223,0
33,513,5
33,250,2
33,4,5
33,642,3
33,315,5
33,57,0
33,10,1
33,577,0
33,78,0
33,165,3
33,66,1
33,448,1
33,501,5
33,323,4
33,145,5
33,487,3
33,507,1
33,23,5
33,565,0
33,10,0
34,376,0
34,451,1
34,491,1
34,435,4
34,512,5
34,24,1
34,294,1
34,470,1
34,469,2
34,644,0
34,602,3
34,419,0
34,167,0
34,484,5
34,174,5
34,62,5
34,212,3
34,590,4
34,198,2
34,185,3
34,262,1
34,513,3
34,459,1
34,532,1
34,251,0
34,212,1
34,227,2
34,276,0
34,221,1
34,307,3
34,652,5
35,84,0
35,336,3
35,209,1
35,119,3
35,465,2
35,639,5
35,575,0
35,282,3
35,566,2
35,161,5
35,169,4
35,589,3
35,241,0
35,11,4
35,573,5
35,318,0
35,496,3
35,102,4
35,383,5
35,427,1
35,416,5
35,202,5
35,291,0
35,494,2
35,610,3
35,382,2
35,413,5
36,295,2
36,3,2
36,530,3
36,10,3
36,182,1
36,74,2
36,144,3
36,42,2
36,116,4
36,143,1
36,321,4
36,543,0
36,656,3
36,135,1
36,303,3
36,148,3
36,263,0
36,386,4
36,394,1
36,508,2
36,28,5
36,277,0
36,521,2
36,337,0
36,178,2
36,134,2
36,337,3
37,22,1
37,560,1
37,579,3
37,273,5
37,369,5
37,249,2
37,80,0
37,206,5
37,561,4
37,420,3
37,242,1
37,321,5
37,533,3
37,653,1
37,194,2
37,277,3
37,187,1
37,7,2
37,561,1
37,88,3
37,504,5
37,306,2
37,235,0
37,144,0
37,198,2
37,237,0
37,115,5
37,624,0
38,117,2
38,508,5
38,203,3
38,582,5
38,198,5
38,504,0
38,544,1
38,498,3
38,84,4
38,544,5
38,331,5
38,74,2
38,341,1
38,369,0
38,417,3
38,451,2
38,358,2
38,647,2
38,567,0
38,35,4
38,157,4
38,481,0
38,109,5
38,13,0
38,430,4
38,559,5
38,428,0
38,620,3
39,482,4
39,138,2
39,91,3
39,528,4
39,11,5
39,622,5
39,325,1
39,40,5
39,643,0
39,164,3
39,544,3
39,651,5
39,42,2
39,618,4
39,132,2
39,648,0
39,93,0
39,8,5
39,158,5
39,243,4
39,28,1
39,363,0
39,145,2
39,114,4
39,429,0
39,602,5
39,7,2
39,651,5
39,419,5
39,208,0
39,211,4
39,413,2
39,590,1
39,461,1
39,571,0
39,4,5
39,358,1
39,446,5
39,660,3
39,478,4
39,146,1
39,22,2
40,572,1
40,36,5
40,204,3
40,298,5
40,633,4
40,8,5
40,531,1
40,564,3
40,181,0
40,231,1
40,174,5
40,207,1
40,18,3
40,413,4
40,566,5
40,181,2
40,8,0
40,337,2
40,556,2
40,432,2
40,44,3
40,257,0
40,121,0
40,230,3
41,142,4
41,513,1
41,275,3
41,619,3
41,21,0
41,300,0
41,392,4
41,14,5
41,430,4
41,239,3
41,62,1
41,544,0
41,46,0
41,426,5
41,50,0
41,393,2
41,125,2
41,593,5
41,360,4
41,359,2
41,228,2
41,209,4
41,375,2
41,424,0
41,15,4
41,257,1
41,530,4
41,535,0
41,436,0
41,95,0
42,441,3
42,613,4
42,421,4
42,85,2
42,123,1
42,167,2
42,497,2
42,178,0
42,333,1
42,243,5
42,393,0
42,629,4
42,426,3
42,433,5
42,311,0
42,286,4
42,45,1
42,436,2
42,310,3
42,116,4
42,590,2
42,614,4
42,299,2
42,407,4
42,449,4
42,125,0
42,292,0
43,482,0
43,533,1
43,299,1
43,390,5
43,551,0
43,67,1
43,546,4
43,633,4
43,262,0
43,164,4
43,310,5
43,102,5
43,501,3
43,119,4
43,429,1
43,178,5
43,627,1
43,201,5
43,532,5
43,541,0
43,343,3
43,394,5
43,104,3
43,607,0
43,60,0
43,659,0
43,192,0
43,121,4
43,534,4
43,132,3
43,457,5
44,281,0
44,647,2
44,366,5
44,65,0
44,121,0
44,537,4
44,663,3
44,136,2
44,306,0
44,516,1
44,71,4
44,45,0
44,64,0
44,29,3
44,16,2
44,565,0
44,19,2
44,278,2
44,310,4
44,528,1
44,62,2
44,572,2
44,306,2
44,89,0
44,117,2
44,240,2
44,10,3
45,531,4
45,429,2
45,378,4
45,434,5
45,487,0
45,431,2
45,258,1
45,322,5
45,206,1
45,263,3
45,548,2
45,322,0
45,556,1
45,315,2
45,632,5
45,424,2
45,443,2
45,605,1
45,275,2
45,502,4
45,71,5
45,490,5
45,415,4
45,363,3
45,511,0
45,101,2
45,468,3
45,13,1
45,486,0
46,205,0
46,71,0
46,652,1
46,452,0
46,393,1
46,300,4
46,3,1
46,459,4
46,224,1
46,382,3
46,234,4
46,384,2
46,101,0
46,507,3
46,498,3
46,188,5
46,10,5
46,512,5
46,323,4
46,329,2
46,271,5
46,149,2
46,184,1
46,18,0
46,467,2
46,251,1
46,37,4
46,288,1
46,79,2
46,359,5
46,86,4
46,466,2
46,517,4
46,549,5
46,273,4
46,481,1
46,454,0
46,77,2
47,44,1
47,52,5
47,518,3
47,248,0
47,615,0
47,59,5
47,425,1
47,356,5
47,591,2
47,541,1
47,9,3
47,186,5
47,605,3
47,152,4
47,317,3
47,60,3
47,584,1
47,483,5
47,426,1
47,66,0
47,50,2
47,610,2
47,197,2
47,356,1
48,413,3
48,540,5
48,412,3
48,452,0
48,225,1
48,88,5
48,323,5
48,344,1
48,259,0
48,533,3
48,284,0
48,44,0
48,550,2
48,500,1
48,44,5
48,507,2
48,141,0
48,577,0
48,231,2
48,440,2
48,212,2
48,76,3
48,416,2
48,448,5
48,422,3
48,604,3
48,322,4
48,25,1
48,619,5
48,186,0
48,167,5
48,212,0
48,637,5
48,105,2
48,28,4
48,408,0
48,647,3
48,143,2
48,190,0
48,640,0
48,315,4
48,447,1
48,338,4
49,594,2
49,646,0
49,283,5
49,257,1
49,64,5
49,509,3
49,108,5
49,290,5
49,248,1
49,555,3
49,168,2
49,231,0
49,357,0
49,640,0
49,465,1
49,206,0
49,598,0
49,441,0
49,259,5
50,580,3
50,183,0
50,604,4
50,41,2
50,255,4
50,215,5
50,310,0
50,241,5
50,241,0
50,553,1
50,305,1
50,211,5
50,47,0
50,368,1
50,371,3
50,644,2
50,134,3
50,198,3
50,286,4
50,265,1
50,230,4
50,368,0
50,150,0
50,273,3
50,352,3
50,191,0
50,651,0
50,541,5
50,567,1
50,13,5
50,588,5
50,24,4
50,273,4
50,345,5
51,58,4
51,232,4
51,312,4
51,68,2
51,337,5
51,650,4
51,137,5
51,570,4
51,476,1
51,320,2
51,161,3
51,319,2
51,633,1
51,414,5
51,545,2
51,396,1
51,452,3
51,386,2
51,584,4
51,73,5
51,8,2
51,476,3
51,110,1
51,510,3
51,154,1
51,351,5
51,602,0
51,411,0
51,641,5
51,605,1
51,227,0
52,208,3
52,332,2
52,652,5
52,642,2
52,279,4
52,660,2
52,166,5
52,409,3
52,134,5
52,429,0
52,447,5
52,484,4
52,554,0
52,255,4
52,579,4
52,641,4
52,212,4
52,150,0
52,589,2
52,212,0
52,350,4
52,369,0
52,375,3
52,662,2
52,92,0
52,325,2
52,563,5
52,364,4
52,349,3
52,18,4
52,102,4
52,478,5
52,31,3
52,502,3
52,245,3
52,208,3
52,648,1
52,483,0
52,95,5
52,217,2
52,426,2
52,235,1
52,136,5
53,475,2
53,154,4
53,512,1
53,108,0
53,64,3
53,348,2
53,387,1
53,220,0
53,4,4
53,174,2
53,534,4
53,548,4
53,206,4
53,399,2
53,455,5
53,646,0
53,395,0
53,28,4
53,376,2
53,93,3
53,316,1
53,513,4
53,416,1
53,516,3
53,124,5
53,542,2
53,599,3
53,177,5
53,653,2
53,204,3
53,474,2
54,527,3
54,197,0
54,654,2
54,471,5
54,646,5
54,263,1
54,308,2
54,550,1
54,476,0
54,76,2
54,130,2
54,237,3
54,329,5
54,77,1
54,76,0
54,506,4
54,235,0
54,510,3
54,472,4
54,432,2
54,75,0
54,376,5
54,490,3
54,93,2
54,406,4
54,79,4
54,320,3
54,598,2
54,211,3
55,94,0
55,303,5
55,345,2
55,652,3
55,611,3
55,115,1
55,462,3
55,260,2
55,222,3
55,376,3
55,478,3
55,549,1
55,244,2
55,75,5
55,197,3
55,112,4
55,303,4
55,261,0
55,95,0
55,342,2
55,484,2
55,28,0
55,508,1
55,408,0
55,610,2
55,139,2
55,580,4
55,589,4
55,504,3
55,420,2
55,37,1
55,481,0
55,10,1
55,132,3
55,480,3
55,566,0
56,62,0
56,408,4
56,288,3
56,274,2
56,328,1
56,358,5
56,495,3
56,554,0
56,41,1
56,173,0
56,50,0
56,618,5
56,300,5
56,7,3
56,514,4
56,382,5
56,214,0
56,25,4
56,120,5
56,462,1
56,234,5
56,650,5
56,210,4
56,130,4
56,181,0
56,24,1
56,621,1
56,121,3
56,330,3
56,67,0
56,532,2
56,625,5
56,617,2
56,188,5
57,104,0
57,481,0
57,511,1
57,357,4
57,188,1
57,30,1
57,197,0
57,414,3
57,455,5
57,280,1
57,473,4
57,423,0
57,373,3
57,493,1
57,540,0
57,346,4
57,506,1
57,99,2
57,435,4
57,34,1
57,11,4
57,361,3
57,278,2
57,77,3
57,526,0
57,414,5
57,158,1
57,282,2
57,464,1
57,115,4
57,151,3
58,343,1
58,195,4
58,452,3
58,193,3
58,53,1
58,355,0
58,256,5
58,501,4
58,383,5
58,77,4
58,26,0
58,625,0
58,148,3
58,409,5
58,456,5
58,587,2
58,446,1
58,507,1
58,421,5
58,646,2
58,268,4
58,32,0
58,430,0
58,84,5
58,194,5
58,11,5
58,448,3
58,651,1
58,438,1
58,501,5
59,378,4
59,300,2
59,632,1
59,198,2
59,659,4
59,102,4
59,495,3
59,490,2
59,375,1
59,647,5
59,543,5
59,89,0
59,600,3
59,152,0
59,343,0
59,364,0
59,341,2
59,174,4
59,89,2
59,165,0
59,340,5
59,644,2
59,96,2
59,140,5
59,436,2
59,482,2
59,112,5
59,444,3
59,172,4
59,368,1
59,194,1
59,594,4
60,657,1
60,603,4
60,36,2
60,475,4
60,83,2
60,618,0
60,627,4
60,463,1
60,508,1
60,180,2
60,616,0
60,595,2
60,184,0
60,12,3
60,285,3
60,503,4
60,54,1
60,292,3
60,425,0
60,546,3
60,126,4
60,253,3
60,67,2
60,137,0
60,14,5
60,620,0
60,421,0
60,317,5
60,361,5
60,466,4
60,395,5
60,296,0
60,434,3
60,168,0
60,559,2
60,340,0
60,266,5
60,247,4
60,632,3
60,91,0
60,191,3
61,132,0
61,529,3
61,211,5
61,403,2
61,176,5
61,60,2
61,91,0
61,39,3
61,37,4
61,219,2
61,214,1
61,328,2
61,629,5
61,370,4
61,454,3
61,97,4
61,591,5
61,153,1
61,108,2
61,339,1
61,398,5
61,545,0
61,11,5
61,648,2
61,358,3
61,280,1
61,280,3
61,393,4
61,389,4
61,351,5
61,229,2
61,84,0
61,234,3
62,311,1
62,499,1
62,383,5
62,372,4
62,98,2
62,156,0
62,267,3
62,414,4
62,287,5
62,646,1
62,133,3
62,47,2
62,299,1
62,403,3
62,34,4
62,318,1
62,286,5
62,171,0
62,228,4
62,423,4
62,299,0
62,284,1
62,581,3
62,214,5
62,179,0
62,663,2
62,225,1
63,194,1
63,37,3
63,594,4
63,556,5
63,210,4
63,30,0
63,431,0
63,205,3
63,39,4
63,14,3
63,248,1
63,62,4
63,331,0
63,469,0
63,454,0
63,551,5
63,46,5
63,105,5
63,367,4
63,587,1
63,98,3
63,171,5
63,293,0
63,451,0
63,35,4
63,183,0
63,59,5
63,417,4
63,97,2
63,264,2
63,482,2
63,229,3
63,636,2
63,362,2
64,662,4
64,467,5
64,464,3
64,20,5
64,469,5
64,573,2
64,378,3
64,551,4
64,360,1
64,233,3
64,314,3
64,451,1
64,237,5
64,284,5
64,26,0
64,398,0
64,323,1
64,127,3
64,61,4
64,350,4
64,352,1
64,357,4
64,390,3
64,83,5
64,335,1
64,175,0
65,66,5
65,401,2
65,333,3
65,402,0
65,183,0
65,368,3
65,1,2
65,121,1
65,572,5
65,22,0
65,324,1
65,64,5
65,478,0
65,647,2
65,585,0
65,500,3
65,405,5
65,242,4
65,352,2
65,477,5
65,364,4
65,510,3
65,472,2
65,405,5
65,323,1
65,519,2
65,497,4
65,22,5
65,153,0
65,640,4
65,360,3
66,7,5
66,304,2
66,51,2
66,437,2
66,629,1
66,578,1
66,280,3
66,10,3
66,509,3
66,511,4
66,151,0
66,54,4
66,285,5
66,632,3
66,518,2
66,431,5
66,341,0
66,115,5
66,505,5
66,49,5
66,636,5
66,598,5
66,321,1
66,487,1
66,175,2
66,92,4
66,530,0
66,90,1
66,380,2
66,391,3
66,565,2
66,235,0
66,6,1
66,529,4
66,479,0
66,231,3
67,457,3
67,244,4
67,321,0
67,657,1
67,647,0
67,577,3
67,256,1
67,87,2
67,612,3
67,279,4
67,572,4
67,331,3
67,336,4
67,468,4
67,401,1
67,64,0
67,535,3
67,446,0
67,457,0
67,612,5
67,489,5
67,227,1
67,243,4
67,636,5
67,393,4
67,119,5
67,347,2
67,543,1
68,143,3
68,95,1
68,161,0
68,124,2
68,188,3
68,238,1
68,206,2
68,374,1
68,661,3
68,498,4
68,301,1
68,386,1
68,604,1
68,631,0
68,324,0
68,170,3
68,165,0
68,60,4
68,298,5
68,478,4
68,82,4
68,550,4
68,271,4
68,47,2
68,12,2
68,447,0
68,348,2
68,335,1
68,120,5
68,555,0
68,3,3
68,115,0
68,528,3
69,509,0
69,275,2
69,287,4
69,601,2
69,369,0
69,274,4
69,223,4
69,597,2
69,493,4
69,534,4
69,414,2
69,476,1
69,275,1
69,267,3
69,209,1
69,593,2
69,603,2
69,293,0
69,213,3
69,77,2
69,588,3
69,95,4
69,512,3
69,533,4
69,470,2
69,159,5
69,455,5
70,442,3
70,184,1
70,635,0
70,629,0
70,307,3
70,635,0
70,127,5
70,318,0
70,40,4
70,115,4
70,452,4
70,73,4
70,200,5
70,63,1
70,96,4
70,234,4
70,399,3
70,202,1
70,327,0
70,208,3
70,248,4
70,138,0
70,587,5
70,569,1
70,368,3
70,387,2
70,205,1
70,79,5
70,62,5
70,82,3
70,351,5
70,11,4
71,505,5
71,507,1
71,416,0
71,571,1
71,636,1
71,113,5
71,624,5
71,122,1
71,556,4
71,624,1
71,645,1
71,532,2
71,427,5
71,216,4
71,453,0
71,615,4
71,148,1
71,655,5
71,290,1
71,17,0
71,158,3
71,374,2
71,582,2
71,651,3
71,344,0
71,652,1
71,22,2
71,323,1
71,425,1
71,36,1
71,657,5
71,3,5
71,404,1
71,383,0
71,5,2
71,321,2
71,500,5
71,493,5
71,248,4
71,243,0
72,533,2
72,598,2
72,328,0
72,599,3
72,48,2
72,613,0
72,43,1
72,61,5
72,52,2
72,395,2
72,335,2
72,319,3
72,187,1
72,1,4
72,300,5
72,283,0
72,178,1
72,9,0
72,199,2
72,208,0
72,489,0
72,558,3
72,186,4
72,127,5
72,653,1
72,390,5
72,483,5
72,507,1
72,582,1
72,160,2
72,439,4
72,544,5
72,431,0
72,529,5
72,308,5
73,262,2
73,243,0
73,44,2
73,521,2
73,120,4
73,505,1
73,70,3
73,587,1
73,368,4
73,104,1
73,431,5
73,52,3
73,411,3
73,641,2
73,279,0
73,333,5
73,392,2
73,275,3
73,241,0
73,172,1
73,486,3
73,456,1
73,205,2
73,606,5
73,528,5
73,538,5
73,63,4
73,153,0
73,169,5
73,530,5
73,550,5
74,483,5
74,478,0
74,376,2
74,534,1
74,205,2
74,208,0
74,258,3
74,222,2
74,65,5
74,656,4
74,82,3
74,250,3
74,646,5
74,242,2
74,278,4
74,393,4
74,141,4
74,449,2
74,378,0
74,445,1
74,256,4
74,17,0
74,277,2
74,385,4
74,493,0
74,421,5
74,323,0
74,25,3
74,81,4
74,620,5
74,71,5
74,597,2
74,576,0
74,47,3
74,652,4
74,648,1
74,567,5
74,311,2
74,96,4
74,54,4
75,110,5
75,188,4
75,135,0
75,280,5
75,496,5
75,23,0
75,543,0
75,461,5
75,233,3
75,487,2
75,463,1
75,661,2
75,333,0
75,38,2
75,296,5
75,452,4
75,3,4
75,390,1
75,501,2
75,575,3
75,626,1
75,226,1
75,223,5
75,653,2
75,578,4
75,154,2
75,147,0
75,454,5
75,419,3
76,489,5
76,199,4
76,581,3
